path,offset,cls,source,group,split,external,note
C:\Users\User\documents\data\generic_negative\gsc_right_f0ac2522_nohash_0.wav,0,other,gsc,gsc:f0ac2522,val,0,
C:\Users\User\documents\data\generic_negative\gsc_house_5a3712c9_nohash_0.wav,0,other,gsc,gsc:5a3712c9,train,0,
C:\Users\User\documents\data\generic_negative\gsc_five_a9ca1818_nohash_2.wav,0,other,gsc,gsc:a9ca1818,train,0,
C:\Users\User\documents\data\generic_negative\gsc_left_122c5aa7_nohash_1.wav,0,other,gsc,gsc:122c5aa7,train,0,
C:\Users\User\documents\data\generic_negative\gsc_backward_23da904f_nohash_2.wav,0,other,gsc,gsc:23da904f,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_050.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_051.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_052.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_053.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_054.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_055.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_056.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_057.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_058.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_059.wav,0,other,generic,generic:block5,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_090.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_091.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_092.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_093.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_094.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_095.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_096.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_097.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_098.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_099.wav,0,other,generic,generic:block9,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_070.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_071.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_072.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_073.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_074.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_075.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_076.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_077.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_078.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_079.wav,0,other,generic,generic:block7,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_001.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_002.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_003.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_004.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_005.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_006.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_007.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_008.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_009.wav,0,other,generic,generic:block0,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_040.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_041.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_042.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_043.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_044.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_045.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_046.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_047.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_048.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_049.wav,0,other,generic,generic:block4,test,0,
C:\Users\User\documents\data\generic_negative\generic_neg_060.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_061.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_062.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_063.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_064.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_065.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_066.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_067.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_068.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_069.wav,0,other,generic,generic:block6,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_030.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_031.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_032.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_033.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_034.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_035.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_036.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_037.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_038.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_039.wav,0,other,generic,generic:block3,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_080.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_081.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_082.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_083.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_084.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_085.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_086.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_087.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_088.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_089.wav,0,other,generic,generic:block8,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_020.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_021.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_022.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_023.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_024.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_025.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_026.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_027.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_028.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_029.wav,0,other,generic,generic:block2,val,0,
C:\Users\User\documents\data\generic_negative\generic_neg_010.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_011.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_012.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_013.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_014.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_015.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_016.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_017.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_018.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_019.wav,0,other,generic,generic:block1,train,0,
C:\Users\User\documents\data\generic_negative\generic_neg_100.wav,0,other,generic,generic:block10,val,0,
C:\Users\User\documents\data\background_negative\noise_060.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_061.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_062.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_063.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_064.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_065.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_066.wav,0,noise,noise,noise:block6,excluded,0,was test; user (listened): audibly chopped (5 interior exact-zero gaps)
C:\Users\User\documents\data\background_negative\noise_067.wav,0,noise,noise,noise:block6,excluded,0,was test; user (listened): audibly chopped (5 interior exact-zero gaps)
C:\Users\User\documents\data\background_negative\noise_068.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_069.wav,0,noise,noise,noise:block6,test,0,
C:\Users\User\documents\data\background_negative\noise_010.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_011.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_012.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_013.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_014.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_015.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_016.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_017.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_018.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_019.wav,0,noise,noise,noise:block1,train,0,
C:\Users\User\documents\data\background_negative\noise_090.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_091.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_092.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_093.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_094.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_095.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_096.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_097.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_098.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_099.wav,0,noise,noise,noise:block9,test,0,
C:\Users\User\documents\data\background_negative\noise_100.wav,0,noise,noise,noise:block10,train,0,
C:\Users\User\documents\data\background_negative\noise_101.wav,0,noise,noise,noise:block10,train,0,
C:\Users\User\documents\data\background_negative\noise_020.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_021.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_022.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_023.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_024.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_025.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_026.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_027.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_028.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_029.wav,0,noise,noise,noise:block2,val,0,
C:\Users\User\documents\data\background_negative\noise_040.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_041.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_042.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_043.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_044.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_045.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_046.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_047.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_048.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_049.wav,0,noise,noise,noise:block4,train,0,
C:\Users\User\documents\data\background_negative\noise_070.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_071.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_072.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_073.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_074.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_075.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_076.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_077.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_078.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_079.wav,0,noise,noise,noise:block7,train,0,
C:\Users\User\documents\data\background_negative\noise_001.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_002.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_003.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_004.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_005.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_006.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_007.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_008.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_009.wav,0,noise,noise,noise:block0,val,0,
C:\Users\User\documents\data\background_negative\noise_030.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_031.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_032.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_033.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_034.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_035.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_036.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_037.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_038.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_039.wav,0,noise,noise,noise:block3,train,0,
C:\Users\User\documents\data\background_negative\noise_080.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_081.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_082.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_083.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_084.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_085.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_086.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_087.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_088.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_089.wav,0,noise,noise,noise:block8,train,0,
C:\Users\User\documents\data\background_negative\noise_050.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_051.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_052.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_053.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_054.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_055.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_056.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_057.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_058.wav,0,noise,noise,noise:block5,train,0,
C:\Users\User\documents\data\background_negative\noise_059.wav,0,noise,noise,noise:block5,train,0,
